,Lyric,Number_of_words
643,"You're starting the trip. With sugar so sweet. You're pulling your face. And pushing your feet. Chilling is easy you hide in the beat. But you're a loner. If you wanna say hello. If you wanna talk real slow. Why don'tcha phone up?. If you want the ice to glow. If you want the stars to show. Why don'tcha you call up?. Pulling the break. Is a stupid mistake. Time is right now. I gotta take what you make. No finger in the cake. When your body is a quake. Can over throw ya. If you wanna say hello. If you wanna talk real slow. Why don'tcha phone up?. (oh, why don'tcha phone up?). If you want the heart to grow. If you've seen an ufo. Why don'tcha you call up?. (ah, ah, ah, ah-ah-ah). (ah, ah, ah, ah-ah-ah). Hey, hey, hey. If you wanna say hello. If you wanna talk real slow. Why don'tcha phone up?. Pulling the break. Is a stupid mistake. Time is right now. I gotta take what you make. No finger in the cake. When your body is a quake. Can over throw ya. If you wanna see the light. If you wanna dance all night. Why don'tcha phone up?. (oh, why don'tcha phone up?). If you want touch the sun. If you wanna join the fun. Why don'tcha you phone up?. (oh, why don'tcha phone up?). If you want the heart to grow. If you've seen an ufo. Why don'tcha you call up?. (hm. ah, ah, ah, ah-ah-ah). (ah, ah, ah, ah-ah-ah). Oh, why don'tcha call up?. Oh, why don'cha call up? oh, oh. (ah, ah, ah, ah-ah-ah). (ah, ah, ah, ah-ah-ah). Hey, hey. Why don'tcha call up?",284
644,"I've been up all night. You've been putting up a fight. Seems like nothing I say gets through. How did this old bed. Fit a world between me and you?. We said goodnight but the silence was so thick. You could cut it with a knife. We've hit a wall again. And there's nothing I can do. You're the one. Yeah, I've put all my trust in your hands. C'mon and look in my eyes. Here I am, here I am. You don't understand me, my baby. You don't seem to know that I need you so much. You don't understand me, my feelings. The reason I'm breathing, my love. The mornin' comes. And you're reaching out for me. Just like everything's the same. And I let myself believe. Things are gonna change. When you kiss my mouth. And you hold my body close. Do you wonder who's inside?. Maybe there's no way. We could feel each other's pain. Tell me why. It gets harder to know where I stand. I guess loneliness found a new friend. Here I am. You don't seem to get me, my baby. You don't really see that I live for your touch. You don't understand me, my dreams. Or the things I believe in, my love. You don't, don't understand me. No, no. Understand me",221
645,"You pack your bag, you take control.. You're movin' into my heart and into my soul.. Get out of my way, get out of my sight. I won't be walkin' on thin ice to get through the night.. Hey, where's your work?. What's your game?. I know your business. but I don't know your name.... Hold on tight, you know she's a little bit dangerous.. She's got what it takes to make ends meet,. the eyes of a lover that hit like heat.. You know she's a little bit dangerous. You turn around, so hot and dry.. You're hidin' under a halo, your mouth is alive.. Get out of my way! Get out of my sight!. I'm not attracted to go-go deeper tonight.. Hey, what's your word?. What's your game?. I know your business. but I don't know your name.... Hold on tight, you know she's a little bit dangerous.. She's got what it takes to make ends meet,. the eyes of a lover that hit like heat.. You know she's a little bit dangerous",175
646,"You build it up and tear it down. There's no reason to follow you. You left the song without a sound. You left the story I made for you. Softly angels bow and cry. in the stillness of the night. Never is a long time, goodbye. No answers for the asking. It's a long time, goodbye. No mercy for the aching. It's a long time. Oh I see no light on the forsaken. Never is a long time, goodbye. Let's spend the night. when this dream has come to an end. Sometime you laugh,. sometimes you cry. And yes, I've cried over you. You've left me blind in paradise. You've left me hungering. for the touch of you. Snow white angels run and hide. In the blackness of the night. Never is a long time, goodbye. No answers for the asking. It's a long time, goodbye. No mercy for the aching. It's a long time. Oh I see no light. on the forsaken. Never is a long time, goodbye. Let's spend the night. when this dream has come to an end",181
647,"Halfway through the night. I wake up in a dream. Echoes in my head. Make every whisper turn into a scream. I dreamed I could fly. Out in the blue. Over this town. Following you. Over the trees. Subways and cars. I'd try to find out. Who you really are. In the middle of the night. Cool sweatin' in my bed. Got the windows open wide. Thinkin' about all the things you said. I wish I could fly. Out in the blue. Over this town. Following you. I'd fly over rooftops. The great boulevards. To try to find out. Who you really are. Who you really are. I wish I could fly now. I wish I could fly now. I wish I could fly now. I wish I could fly. Around and around. Over this town. The dirt on the ground. I'd follow your course. Of doors left ajar. To try to find out. Who you really are. Who you really are. Fly, fly, fly. I wish I could fly. I wake up in a dream. (in the middle of the night). I wish I could fly.... (in the middle of the night). I wish I could fly.",198
648,"Didn't I tell you everything is possible in this dÃÂ©jÃÃ vu?. Try the river boat, the carousel, feed the pigeons, Bar-B-Q. Look at all the people, happy faces all around.. Smiling, throwing kisses, busy making lazy sounds.. It's a bright June afternoon, it never gets dark. Wah-wah!. Here come the sun. Get your green green tambourine, let's play in the park.. Wah-wah!. Here comes the sun. Some folks are on blankets. Slowly daydreaming and reaching for their food. Let's go buy an ice-cream and a magazine. With an attitude and put on a cassette,. We can pretend that you're a star. Cos life's so very simple just like la-la-la. It's a bright June afternoon, it never gets dark.. Wah-wah!. Here come the sun. Get your green green tambourine, let?s play in the park.. Wah-wah!. Here comes the sun. There's a painter painting his masterpiece. There are some squirrels jumping in the trees.. There's a wide-eyed boy with a red balloon.. All my life I've longed for this afternoon.. It's a bright June afternoon. It never gets dark.. Wah-wah!. Here come the sun. Get your green green tambourine. Let's play in the park. Wah-wah!. Here comes the sun. It's a bright June afternoon. Let's play in the park. Wah-wah!. Here come the sun. Get your green green tambourine. It never gets dark. Wah-wah!. Here comes the sun. It never gets dark. Let's play in the dark. Let's play in the dark. Here comes the sun",244
649,"I've been hiding, lost in the love of another.. I've followed the moon and a song. And I thought it would take me forever. To find a place where I belong.. I watch a rainbow rise. I give you all I've got.. I could never give you up the way you make my love shine. I could never give you up the way you make true love shine. I believe you when you say you don't want to be lonely. I'll carry your heart like a bridge. When you need all the time you can find. To get the hurt out of your mind. I'll watch the rain go by and give you all I've got. Cause I could never give you up....",123
650,"Breathe your life.... I've got to come down. I've been awake for far too long. My eyes look torn, they were so strong. I wore the crown, I wrote the song. Now it's fading. My heart was open. Like a window to a summer breeze. I breaaaathed your love,. I filled my lungs and veins. And I breaaathed your love. Until I felt the pain. And like rain it slipped away. I tried to find out. What love was really all about. Behind the curtain waits the sky. It's rare I feel enough to cry. I'm drying up inside. My life was open. Like a window to the summer breeze. I breathed your love,. I filled my lungs and veins. And I breathed your love. Until I met the pain and like rain. It slipped away, just like a little rain.. I breathed your love. And nothing stayed the same.. Yes, I breathed your love. And filled my heart in vain cos like rain. It slipped away, just like rain it swept away.",173
651,"Halfway through the night. I wake up in a dream.. Echoes in my head make every whisper turn into a scream.. I dreamed I could fly out in the blue.. Over this town followin' you.. Over the trees, subways and cars.. I'd try to find out who you really are.. In the middle of the night (middle of the night). cool sweatin' in my bed.. Got the windows open wide, thinkin'. about all the things you said.. I wish I could fly out in the blue.. Over this town followin' you.. I'd fly over rooftops, the great boulevards to try to find out. who you really are.. Who you really are.. I wish I could fly now.. I wish I could fly now.. I wish I could fly now.. I wish I could fly around and around.. Over this town, the dirt on the ground.. I'd follow your course of doors left ajar to try to find out. who you really are.. Who you really are.. Fly, fly, fly.. I wish I could fly.. I wake up in a dream in the middle of the night.. I wish I could fly.. I wish I could fly.",196
652,"In the coldest time of year,. Darkness all around my heart. I was alone but didn't fear. To wander in the light of stars. In the bright and silent night,. Winds would knock and disappear. Still I felt the feeling near,. Like the first time you were ever here. You're so far away, so far away,. You left me, you told me you would stay. You never said goodbye. And I'll keep asking why,. I keep on asking how,. Oh come unto me now. I have breathed the morning air,. I have heard the four winds blow. I was weary but prepared. To follow down this lonely road. In the room where lovers sleep,. Winds would knock and disappear. Still I felt the music near,. Like the first time we were ever here. You're so far away, so far away,. You left me, you told me you would stay. You never said goodbye. And I keep wondering why,. I keep on wondering how,. Oh come inside me now. I keep on wondering how,. Oh come inside me now. Nananana. Oh, you're so far away.... So far away.",187
653,You want the streets at midnight. You want to shine in dim light. Those walks are made for poets. Don't look like you don't know it. You want a soul survivor. You want a beauty parlour. A space to last forever. No blues can lose the colour. (it all makes sense in the end). Oh baby don't you know. Oh oh oh oh oh oh. When things are getting slow. Oh oh oh oh oh oh. Make a crazy prediction. Melt the facts with the fiction. Underground with perfection. Baby make the connection. Another 20 bpm in your life. It's alright. You want the diamond clover. You want the bosa nova. You never end the sway. Until you won me over. You dream under the pillow. You write your name in silver. A wall is built for poets. Don't look like you don't know it. Oh baby don't you know (hey hey). Oh oh oh oh oh oh. When things are getting slow (hey hey). Oh oh oh oh oh oh. Make a crazy prediction. Melt the science with fiction. Underground with perfection. Baby make the connection. Another 20 bpm in your life. It's alright. Oh baby don't you know. When things are getting slow oh oh oh. Oh baby don't you know (hey hey). Oh oh oh oh oh oh. When things are getting slow (hey hey). Oh oh oh oh oh oh. Make a crazy prediction. Melt the facts with the fiction. Underground with perfection. Honey make the connection. Another 20 bpm in your life. It's alright,259
654,"7twenty7 is ready to move. You know she packed her bags. With nothing left to prove. I thought I didn't care now I'm fallin' through. Wouldn't you?. Well, it's a long long journey. To the other side. Oh i've been wishin' all night. I was on that flight. And god, you'd better take care. Of the sweetest eyes. I hear myself swallowin' the tears I cry. I hear myself swallowin' the tears I cry. 7twenty7 is up in the air. You know I feel her hands on me everywhere. I thought I didn't care. Now I'm saying a prayer. Hey mister, do you know the way to salvation square?. It's a long long winter. 'til the birds will sing. Oh i'll be waitin' all night for the phone to ring. I'm goin' up in smoke and phoney magazines. Everything is just pieces of my stupid dreams. Everything is just species of my stupid dreams. With the clouds passin' by. With the clouds passin' by. It's all right. 7twenty7 is close to the sky. It carries the world. Between hello and goodbye. Like the monday we met. That disappeared in a breath. Like the sunday she left. Forever smellin' of death. Another jet black night,. Another drink to go. Oh i'll be diving my head. In the pure white snow. God, you'd better take care. Of this gold skinned friend. Tell me, will I ever see her again. Tell me, will I ever see her again",245
655,"Now itÂis about time I wrote you a letter. Hey baby, itÂis me for worse or for better. Got nothing to waste in pace for another lane. No loss, only gain. I know all we had has dried like the desert. Stains from the sand are still on my T-shirt. And I crave a drink of heavenly cool cool rain. And after all you were the greatest. After all I did my best. There is nothing to regret, big or small. After all, there wasnÂit a loophole. We were bound to take the fall. Life goes on and on and on after all. Now itÂis about time I settled the story. You slept in too late and missed all the glory. Got stuck in a dream. That finally blurred your brain. I tried to stay sane. Hey love is so blind it pops out the window. But no one will find teardrops on my pillow. As I raise a glass of heavenly cool champagne. Cos after all you were the greatest. After all I did my best. There is nothing to regret,. Large or small, oh no. After all, peep thru any keyhole. And youÂill see we were bound to fall. But life goes on and on and on after all. Yea, life goes on and on and on after all",221
656,"Bye bye, bye bye, bye bye. You stand in the hallway. Waiting for nothing. No crying no more. I look down on my shoes and feel like a fool. Please, please hold my hand. You're all i ever wanted. Like an angel you came. Across the sky. You're all i ever wanted. And now you're telling me goodbye, bye bye. What do you want. A broken heart. And all my sorrow. We can change the way. I just want your love to stay. No lying no lying no more. You're all i ever wanted. Like an angel you came. Across the sky. You're all i ever wanted. And now you're telling me. Goodbye, bye bye, bye bye,. Goodbye, bye bye, bye bye,. Goodbye...",123
657,Babe. Come in from the cold. And put that coat to rest. Step inside. Take a deep breath. And do what you do best. Yea. Kick off them shoes. And leave those city streets. I do believe. Love came our way. Fate did arrange. For us to meet. I love when you do. That hocus pocus to me. The way that you touch. You've got the power to heal. You give me that look. It's almost unreal. It's almost unreal. Hey. We can't stop the rain. Let's find a place by the fire. Sometimes I feel. Strange as it seems. You've been in my dreams. All my life. I love when you do. That hocus pocus to me. The way that you touch. You've got the power to heal. You give me that look. It's almost unreal. It's almost unreal. It's a crazy world out there. Let's hope our prayers. Are in good hands tonight. I love when you do. That hocus pocus to me. The way that you touch. You've got the power to heal. You give me that look. It's almost unreal. It's almost unreal,187
658,"The things you did. I never saw them. I only picked up. What I found. The deeds you hid. How could I miss them. They're floating free. All over town. When all screamed high. I whisper low. Always the last to know. Suspicious calls. I wasn't listening. I never felt that insecure. Memorise. I wasn't reading. I wansn't ready to be sure. I was just a puppet on your late show. Always the last to know. (:). Sister, sister, brother, brother. Bring out the blessing human touch. You run so fast. I was so slow. Always the last to know. Please forgive me. Of being foolish. That's how I am. How 'bout you. I close my eyes. And keep on cherish. God in one. Was once so true. Our love left freezing in the snow. Always the last to know. Sister, sister, brother, brother. Bring out the blessing human touch. You run so fast. I was real slow. Always the last, the last to know. Sister, sister, brother, brother. Bring out the joy I miss so much. You place me with grace. In your darkest shadow. And I was always the last to know. Always the last to know (2x). To know...",202
659,"She's an angel passing through the room. (would you like to know her?). She's an angel passing through my room. (would you like to know her?). The red settin' sun feathers down in field of heather. Beautiful. She's then and now, forever. When I ask I ask her for a dance. (every time I see her). We leave the beat, obey the laws of chance. (every time I see her). How sweet surprise ÂÃÃ she wears it so it shows. She never hides her eyes. She wears it where it shows. She's an angel passing through the room. Like an angel passing through the room. I wish I could save our souls alone and together. Beautiful. We're then and now, forever. Forever",122
660,"Time.. Time... Time. so close that I can touch you, give me Time. so near that I can breathe you, give me Time. I don't know why I feel like surrender.. Chains. The feeling of the feelings still remains. You're much too old to keep on playing games. I don't why I feel like surrender.. And it's a strange feeling,. strange feeling I feel inside.. And it's a strange beating,. strange beating from this heart of mine.. I got to run, I got to hide another place,. another time. Time... Time. A chill is slowly rolling down my spine. And suddenly I lose the grip on time. the time and the space of time.. And it's a strange feeling,. strange feeling I feel inside.. And it's a strange beating,. strange beating from this heart of mine.. I got to run, I got to hide another place,. another time. And it's a strange feeling,. strange feeling I feel inside.. And it's a strange beating,. strange beating from this heart of mine.. Time.. Time.. Time.... Another place, another time. Time...",178
661,Stay forever. Stay a little while. I'm pleased to have seen you. I'm pleased to have seen your smile. April clouds shaped like shells. April rain should fall somewhere else. I need the sun a soft caress. I wish you the best. It's been a good time. The best there ever was for me. I miss your body. I miss your company. There was a man who looked like you. There were some nights. He passed through the room. I closed my eyes and I felt blessed. I wish you the best. Wherever you go whatever you do. I pray for peace in your heart. May your wishes come true. April clouds shaped like shells. April rain should fall somewhere else. I suggest it takes a rest. Oh I wish you the best. I wish you the best,138
662,"I read the news today. Felt like nothing to believe in. The time oh the time is just rude. Outside my window. I see the bad moon. I fall asleep with the tears. Taste of tears feels kind of safe. Maybe time, time will change. But right now. I just feel like?. (:). I don't wanna know a night like this. The bad moon is shining over me. Don't wanna think. Like a lonely lover. Loves to feel all over for me. I put my mind in tonight. She's still ok. After all she'd be through. But the voices kind of said. She's ever changed. (). You know I love you. Some day I will. I will know you. The whole way. I don't beg you. Only the bad moon. ()",131
663,"Beautiful things are comin' my way. Beautiful things, I want them to stay. But after a while my beautiful things. don't seem beautiful at all. Terrible things like when you wake up. and all of your dreams seem to crack up. Like things you have done,. like breakin' my heart. For you don't seem terrible at all. Is there someone I can talk to?. Someone on the line?. Does anybody want to know what's on my mind?. Beautiful things like leaves on a tree. Beautiful things, the sky and the sea. Since you've been gone no beautiful thing. seems beautiful to me. Is there someone I can talk to?. Someone out there on the line?. Does anybody want to hear what's on my mind?. Make the grass grow in the garden. when the rain is passin' by. Does anybody want to know. what's on my mind?",146
664,"My girl came home to me. Just the other day, acting OK. I was reading alone. In my favourite room, the TV was on. May I be excused. For not telling the truth. 'Cos she's gone, she said. She's better off on her own. She turned her head. Much better off on her own. My girl knocked on the door. To the place I usually refer to as home. I died, shoelace untied. She looked in my eyes, small and surprised. And God closed every gaze. The moon fell into the lake. Boy, she's gone, adrift. She's better off on her own. She closed, then she left. Much better off on her own. 'Cos she's gone, she said. She's better off on her own. She turned her head. Much better off on her own. 'Cos she's gone, she said. She's better off on her own. The tears I cried. Much better off on her own",155
665,"My baby came back in a big black,. My baby came back in a big black,. B-baby came back in a big black Cadillac,. She looked better than good, like she was dear,. Y'know she changed her name, got one small kid.. My baby came back in a big black Cadillac,. Black Cadillac.... It seems he lost the knack to block my mind attack,. When I came back,. Black Cadillac,. I'm sure he missed my touch,. I never really missed him much,. She's diggin' for gold is what she's doin'. I gotta be older than a ruin,. My baby came back in a big black Cadillac, Cadillac,. Black Cadillac.... It seems he lost the knack to block my mind attack,. When I came back,. Black Cadillac.... I'm sure he missed my touch,. I never really missed him much,. Black Cadillac, Oh, Oh.... Oh yeah he lost the knack to block my mind attack,. When I came back,. Black Cadillac,. I know he missed my touch,. I never really, really missed him.... Some day I'll sing and share,. My brand new song with you everywhere, everywhere,. But there's just something hangin' in the air,. A sticky love affair, bubble gum in my hair... ahh.... My baby came back in a big black,. My baby came back in a big black,. My baby came back in a big black... Cadillac,. Black Cadillac.... It seems he lost the knack to block my mind attack,. When I came back,. Black Cadillac.... I'm sure he missed my touch,. I never really, really missed him much,. Black Cadillac, Oh, Oh.... He thinks I went too far ridin' in that car.... How sour... Black Cadillac,. Oh lord he missed my touch,. I never really, really missed him much,. Black Cadillac... oh my baby... oh, oh, oh, oh.... Black Cadillac.... I never missed him much,. Black, black Cadillac.",310
666,"You promised me it would last forever. You said there's no way it could die. Everything you ever told me. Was a bunch of lies. Hey, I'm on the back of the outside. You know that's not where I belong, no. Every truth, evrything I believed in. Has turned out wrong. It's all bla bla bla bla bla. You broke my heart so many times. A lot of bla bla bla bla bla. You broke my heart. It's all clear when you scratch on the surface. Going deeper deeper down. All I wanted was to make you happy. But baby what's that sound?. But baby what's that sound?. It's all bla bla bla bla bla. You broke my heart so many times. A lot of bla bla bla bla bla. You broke my heart. You broke my heart. You broke my heart. All you ever cared for was to make you stronger. No-one I have known has looked so weak, oh yeah. It's all bla bla bla bla bla. You broke my heart so many times. A lot of bla bla bla bla bla. A lot of bla bla bla bla bla. You broke my heart so many times. A lot of bla bla bla bla bla. you broke my heart. You broke my heart. You broke my heart. You broke my heart. You broke my heart so many times.",230
667,"Tack. En tvÃÂ´ tre. (translation: Thanks. One two three). It was a rainy morning.. The leaves fought a hard November.. In a soft unguarded moment she jumped into my life.. She had a blue umbrella with a top of silver.. She wore a coat in shiny tangerine like the firy southern sky.. Oh I, I wanted to show her. that I'd really like to get to know her,. that I didn't mind to spend some time.. She turned at the bookstore, seemed to stop to buy a paper,. I noticed from behind two trucks with engines roaring wild.. When I made my crossing I saw that blue umbrella disappear into this crowded bus.. I watched the red taillights.. Oh I, I wanted to show her (I really wanted to show her). that I'd really like to get to know her,. that I didn't mind to spend some time.. There are lonely nights when she disappears from my bed.. I wish I knew what goes on in her head.. What goes on in her head?. Oh I, I wanted to show her (I really wanted to show her). that I'd really like to get to know her,. that I didn't mind to spend some time.. I wanted to show her (I really wanted to show her). that I'd really like to get to know her,. that I didn't mind to spend some time.. Spend some time. Spend some time.. ""Tack fÃÂ¦r kaffet!"". (translation: Thanks for the coffee!)",246
668,"Been thinking about you. Whithout even trying, I've done it. There's something about you. I can't put my finger on it. Monday was fine and. I was on a high. Oh you thrilled me. I should be alright. But Friday I died when you killed me. You're bringing me down to my knees,. Oh oh. Love me forever or baby, just let it go, oh oh. I'm begging you please to ease. Allow your feelings to show, oh oh. You're bringing me down to my knees. Cuz I love you so. If your love is strong. I want to be so sure about it. Oh is it all wrong to go. On talking about it?. Monday was fine, yea the hours went by. Like a summer breeze. But way down the line. You might make up your main. And it's time to freeze. You're bringing me down to my knees. I've been thinking about it",155
669,"I know her, and every notion I get from her I wear inside me. I know her, all of the broken leaves of love she leaves behind. Oh - don't you hide away from the rain. Oh - can you tell me the name of this game?. I got to get thru to you behind the door. Another wall, a lonely cry a call of the wild. A dancing daze, an empty face, a crystal high a call of the wild. And there is something that sweeps the dark. A lover's dart, the call of a broken heart. Wrapped in the night, behind these eyes. Oh hear the cry, a call of the wild. I know her and in my mind I dream of her. How she aches without me. I know her and every heart is a lonely hunter when she walks by. Oh - can you read the hurt in my eyes?. Oh - don't you leave without saying goodbye. I got to get thru to you. Behind the door, another wall...",174
670,"What am I gonna do when I get a little excited,. a little in vain, tell me baby.. What am I gonna say when I find the centre of my heart is a suburb to the brain?. You wear them so well, those innocent eyes. You're puttin on a wonderful disguise.. I want you so bad. I'm pushin my luck. It feels like being hit by a truck.. This is no place special. Don't know why I came. If someone has a minute, won't you explain. What am I gonna do when I get a little excited,. a little in vain, tell me. What am I gonna say when I find the centre of my heart. is a suburb to the brain?. Singing. nananananana. Being with you, dealing with fire. Oh, won't you come around (come out). come out (today) and play. (I want you so bad). Answer my calls. Let's spend the night within these walls. This is no place special.....",162
671,"Hear my call here and everywhere. I've been walking the streets in despair. One more fire turns a shade of gray. One more tear is lost in the rain. And I say that I love you, I say that I need you. Baby I leave you a sign of desire. No shadow will haunt you, no heart will desert you. No one will hurt you, no space and no time. Got to, got to, you got to got to take your chances on me. Like the river will lead the water to the sea. Take on me, take your chances on me. Don't ever let it be, don't ever let it be. There's a night when you close your eyes. Around a dream that shines like the sun. Everyone knows it's beautiful. Tell me why you want to dream it alone. And I say that I love you, I say that I need you. Baby I leave you the lines in my palm. No darkness will get you, no heart will desert you. Nothing can hurt you or do you any harm. Got to, got to, you got to got to take your chances on me. Like the river will lead the water to the sea. Take on me, take your chances on me. Don't walk away from me, don't walk away from me. Say that I love you, say that I need you. Baby I leave you a sign of desire. Got to, got to, you got to got to take your chances on me. Like the river will lead the water to the sea. Take on me, take your chances on me. Don't ever let it be. Take on me. Like the river will lead the water to the sea. Take on me, take your chances on me. Don't walk away from me, don't walk away from me. Don't walk away from me. Take on me. Don't go, go away from me. Take your chances on me",329
672,"Can't we leave the world outside. Just for a while, just for a while?. And spend some time, you and I. Under this bright glorious sky. It's been so long since I first saw you. But I still love that smile in your eyes. Yes it's true, right from the start. I believed in the church of your heart. Yes it's you that made me be part of. And believe in the church of your heart. Step inside, lay yourself down. Just for a while, rest for a while. I can hear a thundering sound. Beating inside when you're around. It's been so long since I first met you. Since we made love, you know how time flies. Yes it's true, right from the start. I believed in the church of your heart. Yes it's you that made me be part of. And believe in the church of your heart. In the church of your heart. Yes it's true, right from the start. I believed in the church of your heart. Yes it's you that made me be part of. And believe in the church of your heart. Pretty baby it's true, right from the start. I believed in the church of your heart. Yes it's you that made me be part of. And believe in the church of your heart. In the church of your heart",227
673,"Growing up on Cinnamon Street.. Everywhere you look there are lots of people to meet,. it's seven o'clock, the breakfast treat.. Now the schoolbus is here, hurry up and grab a seat.. All the dreams are tiny ones, another week has just begun. on Cinnamon Street.. There was a boy on Cinnamon Street,. the same age as me, we shared the curiosity.. He won my heart cos he could play guitar.. He promised me heaven at once and later all the stars.. But it all remained the same cos things can never change. on Cinnamon Street.. I can hear my heartbeat the very first time we made love,. life was a lazy rest in the sun.. Later we went dancing, staying up all night long - playing all our favourite songs,. Cinnamon songs:. Oh oh na na na na na.. I say goodbye to Cinnamon Street.. Springtime is here and the air is so dry and sweet.. I walk in a cloud, the smell of cinnamon bread,. it's in my blood since the day I was born 'til I wake up... dead.. And the sun is smiling gently, a funny shade of red,. Cinnamon Street.. I still feel my heartbeat the very first time we made love,. life was a lazy day in the sun.. Later we went dancing, hanging out all night long - singing all our favourite songs,. Cinnamon songs:. Oh oh na na na na na na....",240
674,"Come back before you leave. Come back before you leave. Never looked back on a love affair. I never spent minutes on history. It made me sad, it made me so sad. And in no time, no time at all. A change has begun and the name is You. I feel strange, you've made my life strange. 'Cos baby, when you get close to me. I say, ""There's a certain chemistry"". Come back before you leave. I haven't got room for a broken heart. Come back before you leave. You shouldn't go at all, you shouldn't go at all. So many years and so many nights. I still can recall, oh, the way. That you move when you dance. Do you want to dance?. We've had our habits and attitudes. You make me remember. The power when everything's right. Please stay the night. 'Cos baby when you get close to me. There's something about you I really need, oh. Come back before you leave. I haven't got room for a broken heart. Come back before you leave. You shouldn't go at all, at all. Come back before you leave. I haven't got room for a broken heart. Come back before you leave. You shouldn't go at all, no, you shouldn't go at all. Babe, come back before you leave. I'll be the air for you when you breathe. I'll be the rising sun. Close the door, let's make love. All God's angels, sing above. Into the rising sun. Come back before you leave. I haven't got room for a broken heart. Come back before you leave. You shouldn't go at all, no. Come back before you leave. I haven't got room for a broken heart. Come back before you leave. You shouldn't go at all, hey, you shouldn't go at all. Come back before you leave. Come back before you leave. Come back before you leave",316
675,"Cooper went out. late last night. I heard the slam from her door. Foggy ways,. November daze. All the white wolves were smiling. Cooper went out walkin' the clouds. She left everything in a mess. ""Shut your mouth when you talk to me"". Her words were always so small. And there's a sound from the telephone. When can I say she's coming home?. Leave me the number you're dialing from. and may I ask who's calling?. May I ask who's calling?. Cooper went out, 3 o'clock sharp. I heard the bells from the church. Someone said they saw a car. picking her up by the station. Cooper went out and that's all there is. I'm just no one from next door. Everything will be alright. when all the flowers have cried. Then there's a voice on the telephone. When can I say she's coming home?. Leave me the number you're dialing from. and may I ask who's calling? (who's calling?). May I ask who's calling? (who's calling?). May I ask who's calling?.",172
676,"Ooooo.... I'm crazy about you. I'll give you all my love. Yes I'm crazy about you. Night and day, day and night. I'll be your heart's salvation. Hey baby, let's stay together. Let's make it now and forever. I want to show it and shout it. And tell the whole world about it. I thought it never could happen. I thought you never would see me. You run a lovin' locomotive. You make my needs very primitive. The more I get, the more I want from you, of your affection. When you're around, I'm in control, I feel a complete connection. Hello, hello. I'm so crazy about you, you know... baby. Hello, hello, hello. Yes I'm crazy, so crazy about you. C'mon close your eyes, honey, trust me!. I want to enjoy your body. I want to take you much higher. And play the game of desire. Well I can't hide. I'm getting hungry for a bite. I'm blinded by this obsession. I keep dancing like your possession. I'll wrap my legs all around you I'll show you total devotion. No need to talk love will speak to you with sweet emotions. Hello, hello. I'm so crazy about you, you know...baby. Hello, hello, hello. Yes I'm crazy, so crazy about you",211
677,"I'm a zombie in the moonlight. I'm sleepin' when it's daylight. I really should be alright. But I'm feelin' kinda uptight. I'm messin' with a neighbour. Who killed my amp and Fender. He looked so sweet and tender. It's hard to tell his gender. Got coffee on the paper. My dog's an alligator. I want you now and later. I got a crush got a crush on you. Uh-huh. Got a crush got a crush on you. Hey baby. I'm rentin' the wrong movie. I'm laughin' at the wrong guy. I'm drivin' on the wrong side. My brain is gettin' cock-eyed. The flag is never chequered. Can't find my F-beat records. God, give a little lovin'. The money's in the oven. Got dead flies in my scotch with ice. My talents always vaporize. I want your bird of paradise. I got a crush got a crush on you. Uh-huh. Got a crush got a crush on you. On you - yeah yeah. Crush! Crush! We got a good thing goin' on. Crush! Crush!. Crush! Crush!Such a good thing goin' on. Crush! Crush!. I'm freezin' in the summer. I'm sweatin' in the winter. No middle in the centre. No colours in the printer. No treatment at the pharmacy. No lessons learned from history. No future in the factory. No meaning in the poetry. No changin' in the weather. No Elvis in the leather. I want you now or never. I got a crush got a crush on you. On you - uh-huh. Got a crush got a crush on you. On you. Got a - I got a got a crush on you. On you - yeah. I got a crush - got a crush on you. Hey baby. I got a crush - got a crush on you. Oh yeah. I got a - got a crush on you",309
678,"Living here without you. Is not an easy way of life. I spend my time without you. I try to make it all worthwhile. Standing in a rainfall. Coming down from the sky. Why should I cry over you?. Why should I cry, cry, cry over you?. I keep on thinking about you. I've got no private pride to hide. I've built my world around you. Like a call without reply. My love has lost direction. She's got the sun in her eyes. Why should I cry over you?. Why should I cry, cry, cry over you?. Hearing your footsteps. Loud on my stairs a walking. (Living without you). Feeling the sweet, sweet smell. Of love in the air, I can feel it. (Living without you). Kissing the face. That I see everywhere. But I'm living without you. I'm living without. Why should I cry, cry, cry over you?. Oh, hearing your footsteps. Loud on my stairs a walking. (Living without you). Kissing the face. That I see everywhere. But I'm living without you. I'm living without. Cry, cry, cry over you. Why should I cry over you?. Cry, cry, cry over you. Cry, cry, cry over you. Why should I cry over you?. Cry, cry, cry over you. (Why should I cry?). (Why should I cry over you?). Cry, cry, cry over you. Cry, cry, cry. (Why, why should I cry over you?)",234
679,"There's a hidden meaning in everything he says,. every close encounter, every kiss, every caress.. Even the truth has got that bitter taste of a lie.. Well, I can read his lips. but I can't read his mind. I can see him dance away now oh oh - oh oh oh. I can see him dance away now oh oh - oh oh oh. I can see him dance away. He was one of the kind that seems so hard to find.. There's a change of weather,. now he leaves me far behind.. That I don't matter to him came as such a surprise.. Well, I can read his lips,. I thought I read his eyes. And I can see him...",121
